year,month,day,gender,births
1979, 12, 11, M, 5217
1984, 3, 14, M, 5217
1971, 7, 12, M, 5218
1980, 10, 29, M, 5218
1982, 2, 5, M, 5218
1974, 8, 27, M, 5219
1974, 9, 24, M, 5219
1982, 2, 4, M, 5220
1983, 1, 27, M, 5220
1983, 4, 27, M, 5220
1974, 9, 30, M, 5221
1976, 9, 21, M, 5221
1981, 3, 30, M, 5221
1983, 2, 2, M, 5221
1969, 8, 21, M, 5222
1974, 9, 26, M, 5222
1978, 7, 13, M, 5222
1978, 9, 13, M, 5222
1979, 8, 17, M, 5222
1983, 10, 10, M, 5222
1971, 7, 1, M, 5224
1974, 9, 23, M, 5225
1980, 5, 23, M, 5225
1983, 5, 2, M, 5225
1984, 2, 23, M, 5225
1985, 4, 5, M, 5225
1969, 3, 18, M, 5226
1970, 4, 14, M, 5226
1970, 5, 29, M, 5226
1971, 7, 26, M, 5226
1971, 12, 14, M, 5226
1972, 9, 26, M, 5226
1980, 5, 22, M, 5226
1980, 5, 28, M, 5226
1982, 1, 6, M, 5226
1982, 3, 8, M, 5226
1983, 12, 7, M, 5226
1987, 7, 3, M, 5226
1974, 8, 20, M, 5227
1979, 11, 16, M, 5227
1981, 2, 2, M, 5227
1983, 11, 7, M, 5227
1969, 2, 12, M, 5228
1971, 9, 2, M, 5228
1972, 9, 8, M, 5228
1984, 6, 15, M, 5228
1978, 9, 29, M, 5229
1984, 2, 16, M, 5229
1977, 7, 19, M, 5230
1978, 9, 28, M, 5230
1981, 2, 3, M, 5230
1983, 4, 13, M, 5230
1983, 5, 16, M, 5230
1983, 5, 17, M, 5230
1984, 2, 17, M, 5230
1984, 2, 21, M, 5230
1978, 7, 28, M, 5231
1980, 10, 30, M, 5231
1984, 3, 12, M, 5231
1971, 8, 12, M, 5232
1974, 9, 16, M, 5232
1980, 5, 13, M, 5232
1981, 10, 20, M, 5232
1983, 5, 11, M, 5232
1984, 5, 18, M, 5232
1978, 8, 14, M, 5233
1980, 12, 3, M, 5233
1981, 2, 10, M, 5233
1981, 5, 21, M, 5233
1982, 1, 14, M, 5233
1983, 1, 25, M, 5233
1984, 5, 2, M, 5233
1970, 6, 3, M, 5234
1970, 9, 5, M, 5234
1971, 3, 4, M, 5234
1971, 5, 18, M, 5234
1971, 6, 15, M, 5234
1977, 7, 15, M, 5234
1980, 1, 25, M, 5234
1981, 5, 5, M, 5234
1981, 11, 30, M, 5234
1982, 4, 5, M, 5234
1983, 2, 10, M, 5234
1984, 2, 27, M, 5234
1974, 9, 17, M, 5235
1978, 9, 14, M, 5235
1969, 10, 15, M, 5236
1972, 12, 18, M, 5237
1980, 2, 12, M, 5237
1980, 10, 17, M, 5237
1984, 5, 3, M, 5237
1970, 2, 4, M, 5238
1970, 3, 16, M, 5238
1970, 6, 25, M, 5238
1970, 8, 22, M, 5238
1980, 4, 1, M, 5238
1980, 10, 27, M, 5238
1980, 11, 14, M, 5238
1983, 1, 14, M, 5238
1985, 1, 16, M, 5238
1977, 9, 13, M, 5239
1980, 11, 10, M, 5239
1982, 1, 21, M, 5239
1983, 12, 13, M, 5239
1985, 1, 10, M, 5239
1969, 6, 12, M, 5240
1969, 12, 10, M, 5240
1970, 8, 29, M, 5240
1982, 3, 25, M, 5240
1982, 4, 15, M, 5240
1984, 1, 27, M, 5240
1984, 12, 3, M, 5240
1972, 9, 15, M, 5241
1981, 4, 9, M, 5241
1970, 6, 5, M, 5242
1981, 11, 11, M, 5242
1984, 5, 8, M, 5242
1981, 11, 10, M, 5243
1971, 3, 1, M, 5244
1971, 5, 11, M, 5244
1971, 12, 29, M, 5244
1980, 6, 6, M, 5244
1980, 10, 20, M, 5245
1981, 11, 12, M, 5245
1981, 12, 11, M, 5245
1982, 3, 24, M, 5245
1984, 4, 26, M, 5245
1984, 6, 13, M, 5245
1969, 4, 8, M, 5246
1969, 12, 18, M, 5246
1971, 4, 2, M, 5246
1978, 9, 27, M, 5246
1979, 3, 20, M, 5246
1981, 10, 30, M, 5246
1981, 11, 18, M, 5246
1984, 1, 18, M, 5246
1984, 4, 12, M, 5246
1980, 3, 24, M, 5247
1982, 2, 3, M, 5247
1984, 1, 24, M, 5247
1984, 10, 24, M, 5247
1969, 12, 11, M, 5248
1970, 3, 9, M, 5248
1971, 2, 3, M, 5248
1971, 2, 8, M, 5248
1978, 8, 11, M, 5248
1978, 10, 3, M, 5248
1981, 2, 17, M, 5248
1981, 3, 5, M, 5248
1983, 11, 1, M, 5248
1985, 1, 17, M, 5248
1979, 11, 6, M, 5249
1981, 6, 15, M, 5249
1982, 3, 9, M, 5249
1983, 11, 28, M, 5249
1969, 10, 17, M, 5250
1970, 3, 13, M, 5250
1971, 5, 25, M, 5250
1977, 10, 4, M, 5250
1981, 2, 18, M, 5250
1981, 6, 10, M, 5250
1987, 1, 26, M, 5250
1978, 10, 10, M, 5251
1981, 3, 6, M, 5251
1981, 10, 22, M, 5251
1982, 3, 12, M, 5251
1982, 4, 28, M, 5251
1983, 1, 13, M, 5251
1983, 10, 26, M, 5251
1970, 4, 7, M, 5252
1971, 8, 27, M, 5252
1981, 10, 28, M, 5252
1984, 2, 24, M, 5252
1984, 3, 21, M, 5253
1985, 5, 13, M, 5253
1977, 9, 9, M, 5254
1982, 11, 8, M, 5254
1984, 3, 8, M, 5254
1978, 8, 1, M, 5255
1981, 4, 21, M, 5255
1983, 10, 17, M, 5255
1984, 4, 13, M, 5255
1971, 3, 30, M, 5256
1971, 11, 16, M, 5256
1977, 8, 5, M, 5256
1979, 11, 21, M, 5256
1980, 10, 16, M, 5256
1981, 6, 8, M, 5256
1982, 12, 27, M, 5256
1983, 4, 22, M, 5256
1981, 10, 23, M, 5257
1982, 1, 29, M, 5257
1970, 1, 14, M, 5258
1970, 8, 24, M, 5258
1970, 9, 12, M, 5258
1970, 12, 3, M, 5258
1971, 2, 18, M, 5258
1971, 3, 31, M, 5258
1982, 4, 8, M, 5258
1979, 12, 4, M, 5259
1980, 6, 19, M, 5259
1983, 2, 4, M, 5259
1983, 2, 7, M, 5259
1983, 5, 6, M, 5259
1983, 6, 9, M, 5259
1985, 1, 7, M, 5259
1985, 1, 21, M, 5259
1969, 11, 19, M, 5260
1970, 3, 25, M, 5260
1979, 6, 29, M, 5260
1983, 10, 20, M, 5260
1984, 5, 30, M, 5260
1980, 7, 7, M, 5261
1981, 11, 2, M, 5261
1985, 3, 25, M, 5261
1969, 2, 14, M, 5262
1971, 6, 25, M, 5262
1978, 9, 12, M, 5262
1983, 5, 26, M, 5262
1984, 5, 29, M, 5262
1984, 10, 29, M, 5262
1981, 4, 3, M, 5263
1982, 2, 15, M, 5263
1984, 1, 10, M, 5263
1970, 5, 27, M, 5264
1971, 3, 17, M, 5264
1979, 7, 11, M, 5264
1979, 12, 17, M, 5264
1983, 12, 6, M, 5264
1984, 3, 15, M, 5264
1976, 9, 8, M, 5265
1980, 10, 21, M, 5265
1982, 11, 1, M, 5265
1983, 4, 29, M, 5265
1988, 9, 17, M, 5265
1978, 7, 7, M, 5266
1979, 10, 19, M, 5266
1980, 6, 10, M, 5266
1981, 10, 14, M, 5266
1982, 6, 7, M, 5266
1982, 11, 3, M, 5266
1983, 4, 21, M, 5267
1984, 2, 3, M, 5267
1971, 8, 19, M, 5268
1971, 10, 8, M, 5268
1978, 8, 17, M, 5268
1981, 3, 20, M, 5268
1983, 2, 9, M, 5268
1984, 11, 2, M, 5268
1986, 2, 5, M, 5268
1981, 3, 18, M, 5269
1981, 5, 18, M, 5269
1982, 3, 29, M, 5269
1983, 4, 14, M, 5269
1983, 5, 12, M, 5269
1983, 12, 12, M, 5269
1969, 3, 4, M, 5270
1969, 6, 25, M, 5270
1969, 7, 31, M, 5270
1980, 11, 21, M, 5270
1981, 3, 11, M, 5270
1980, 11, 5, M, 5271
1982, 10, 25, M, 5271
1982, 11, 12, M, 5271
1983, 6, 8, M, 5271
1985, 11, 11, M, 5271
1969, 10, 20, M, 5272
1970, 2, 27, M, 5272
1970, 6, 10, M, 5272
1977, 9, 7, M, 5272
1981, 1, 26, M, 5272
1983, 10, 19, M, 5272
1983, 10, 24, M, 5272
1984, 4, 24, M, 5272
1979, 8, 16, M, 5273
1979, 10, 4, M, 5273
1980, 4, 15, M, 5273
1982, 6, 9, M, 5273
1988, 3, 14, M, 5273
1984, 3, 30, M, 5274
1977, 9, 23, M, 5275
1981, 10, 8, M, 5275
1969, 11, 24, M, 5276
1971, 8, 13, M, 5276
1971, 12, 28, M, 5276
1979, 10, 23, M, 5276
1981, 11, 5, M, 5276
1982, 2, 24, M, 5276
1982, 3, 26, M, 5276
1985, 3, 13, M, 5276
1983, 11, 9, M, 5277
1985, 2, 4, M, 5277
1971, 1, 25, M, 5278
1971, 8, 23, M, 5278
1980, 11, 17, M, 5278
1981, 1, 16, M, 5278
1981, 2, 23, M, 5278
1983, 10, 21, M, 5278
1984, 2, 15, M, 5278
1980, 2, 20, M, 5279
1981, 10, 15, M, 5279
1982, 3, 4, M, 5279
1982, 10, 27, M, 5279
1983, 11, 16, M, 5279
1986, 12, 11, M, 5279
1970, 2, 19, M, 5280
1971, 10, 14, M, 5280
1979, 7, 19, M, 5280
1979, 12, 19, M, 5280
1980, 2, 5, M, 5280
1972, 8, 22, M, 5281
1981, 5, 22, M, 5281
1984, 5, 4, M, 5281
1985, 1, 30, M, 5281
1969, 10, 22, M, 5282
1980, 2, 22, M, 5282
1981, 1, 6, M, 5282
1983, 1, 28, M, 5282
1983, 3, 9, M, 5282
1979, 11, 13, M, 5283
1984, 3, 22, M, 5283
1970, 1, 16, M, 5284
1980, 2, 28, M, 5284
1980, 3, 11, M, 5284
1982, 10, 13, M, 5285
1982, 11, 17, M, 5285
1983, 4, 6, M, 5285
1971, 8, 2, M, 5286
1972, 8, 8, M, 5286
1981, 2, 25, M, 5286
1981, 6, 4, M, 5286
1983, 10, 27, M, 5286
1986, 11, 5, M, 5286
1982, 12, 7, M, 5287
1984, 5, 15, M, 5287
1984, 11, 28, M, 5287
1986, 1, 6, M, 5287
1986, 1, 16, M, 5287
1970, 3, 6, M, 5288
1970, 5, 12, M, 5288
1980, 10, 28, M, 5288
1982, 3, 15, M, 5288
1983, 12, 14, M, 5288
1984, 11, 26, M, 5288
1978, 8, 22, M, 5289
1986, 12, 8, M, 5289
1969, 3, 7, M, 5290
1971, 3, 11, M, 5290
1978, 8, 7, M, 5290
1984, 3, 5, M, 5290
1987, 3, 30, M, 5290
1980, 6, 17, M, 5291
1970, 3, 18, M, 5292
1978, 9, 15, M, 5292
1981, 1, 14, M, 5292
1981, 11, 3, M, 5292
1982, 5, 5, M, 5292
1981, 10, 21, M, 5293
1982, 2, 19, M, 5293
1983, 4, 4, M, 5293
1986, 2, 17, M, 5293
1987, 4, 27, M, 5293
1970, 1, 28, M, 5294
1970, 5, 15, M, 5294
1982, 4, 19, M, 5294
1984, 1, 25, M, 5294
1984, 3, 28, M, 5294
1984, 11, 8, M, 5294
1980, 3, 17, M, 5295
1969, 1, 14, M, 5296
1969, 3, 25, M, 5296
1971, 7, 28, M, 5296
1972, 12, 19, M, 5296
1981, 2, 24, M, 5296
1981, 3, 31, M, 5296
1982, 12, 1, M, 5296
1986, 10, 13, M, 5296
1980, 11, 3, M, 5297
1981, 4, 7, M, 5297
1983, 3, 10, M, 5297
1969, 12, 22, M, 5298
1970, 2, 11, M, 5298
1970, 3, 19, M, 5298
1971, 1, 6, M, 5298
1971, 2, 4, M, 5298
1977, 9, 27, M, 5299
1982, 10, 28, M, 5299
1984, 2, 22, M, 5299
1970, 3, 5, M, 5300
1970, 4, 2, M, 5300
1971, 7, 29, M, 5300
1982, 1, 20, M, 5300
1982, 10, 11, M, 5300
1983, 1, 21, M, 5300
1983, 3, 23, M, 5301
1969, 6, 20, M, 5302
1970, 3, 11, M, 5302
1971, 3, 8, M, 5302
1971, 3, 29, M, 5302
1971, 10, 6, M, 5302
1981, 2, 19, M, 5302
1981, 4, 14, M, 5302
1983, 1, 12, M, 5302
1985, 1, 31, M, 5302
1981, 3, 4, M, 5303
1984, 4, 10, M, 5303
1971, 1, 8, M, 5304
1978, 7, 6, M, 5304
1982, 11, 22, M, 5304
1987, 1, 12, M, 5304
1981, 6, 12, M, 5305
1983, 11, 23, M, 5305
1984, 2, 28, M, 5305
1985, 1, 23, M, 5305
1985, 6, 13, M, 5305
1986, 12, 26, M, 5305
1969, 7, 24, M, 5306
1977, 7, 7, M, 5306
1983, 3, 3, M, 5306
1984, 3, 19, M, 5306
1986, 1, 27, M, 5306
1982, 2, 25, M, 5307
1969, 10, 31, M, 5308
1988, 4, 1, M, 5308
1981, 1, 27, M, 5309
1983, 2, 11, M, 5309
1984, 3, 7, M, 5309
1969, 10, 6, M, 5310
1970, 6, 19, M, 5310
1971, 3, 23, M, 5310
1986, 1, 3, M, 5311
1969, 5, 29, M, 5312
1981, 6, 3, M, 5312
1980, 11, 11, M, 5313
1982, 4, 13, M, 5313
1982, 4, 16, M, 5313
1987, 12, 23, M, 5313
1977, 9, 8, M, 5314
1988, 2, 15, M, 5314
1978, 9, 1, M, 5315
1982, 11, 18, M, 5315
1983, 10, 13, M, 5315
1985, 5, 16, M, 5315
1986, 5, 8, M, 5315
1969, 8, 7, M, 5316
1969, 10, 8, M, 5316
1978, 12, 29, M, 5316
1982, 5, 24, M, 5316
1986, 1, 22, M, 5316
1983, 2, 22, M, 5317
1983, 12, 21, M, 5317
1986, 1, 23, M, 5317
1969, 10, 27, M, 5318
1969, 11, 10, M, 5318
1970, 8, 8, M, 5318
1980, 6, 20, M, 5318
1981, 3, 10, M, 5318
1981, 3, 16, M, 5318
1982, 3, 31, M, 5318
1983, 2, 28, M, 5318
1984, 6, 1, M, 5318
1986, 11, 10, M, 5318
1986, 1, 20, M, 5319
1969, 11, 17, M, 5320
1970, 2, 25, M, 5320
1970, 8, 15, M, 5320
1977, 8, 16, M, 5320
1980, 5, 27, M, 5320
1980, 11, 7, M, 5320
1981, 11, 23, M, 5320
1984, 12, 21, M, 5320
1982, 3, 18, M, 5321
1969, 11, 21, M, 5322
1970, 10, 27, M, 5322
1971, 3, 3, M, 5322
1978, 9, 22, M, 5322
1982, 10, 22, M, 5322
1983, 3, 28, M, 5322
1985, 12, 11, M, 5322
1984, 10, 30, M, 5323
1986, 2, 3, M, 5323
1971, 8, 9, M, 5324
1979, 7, 30, M, 5324
1983, 3, 21, M, 5324
1985, 1, 14, M, 5324
1983, 2, 18, M, 5325
1983, 3, 16, M, 5325
1984, 6, 11, M, 5325
1982, 2, 10, M, 5326
1982, 5, 12, M, 5326
1982, 11, 11, M, 5326
1983, 4, 25, M, 5326
1983, 5, 10, M, 5327
1984, 4, 6, M, 5327
1969, 6, 26, M, 5328
1969, 6, 30, M, 5328
1971, 9, 1, M, 5328
1982, 1, 12, M, 5328
1983, 10, 28, M, 5328
1980, 11, 26, M, 5329
1986, 3, 31, M, 5329
1986, 11, 17, M, 5329
1970, 2, 20, M, 5330
1971, 1, 29, M, 5330
1971, 3, 22, M, 5330
1980, 6, 3, M, 5330
1981, 11, 4, M, 5330
1982, 10, 21, M, 5330
1986, 1, 29, M, 5330
1981, 5, 15, M, 5331
1981, 11, 19, M, 5331
1982, 10, 18, M, 5331
1983, 11, 17, M, 5331
1969, 8, 4, M, 5332
1971, 10, 12, M, 5332
1984, 12, 13, M, 5332
1985, 4, 24, M, 5332
1986, 1, 15, M, 5332
1986, 4, 24, M, 5332
1981, 10, 7, M, 5333
1982, 4, 30, M, 5333
1986, 4, 23, M, 5333
1969, 9, 4, M, 5334
1969, 10, 2, M, 5334
1970, 3, 23, M, 5334
1970, 11, 5, M, 5334
1971, 1, 14, M, 5334
1971, 7, 22, M, 5334
1980, 6, 18, M, 5335
1985, 1, 29, M, 5335
1985, 3, 7, M, 5335
1986, 2, 13, M, 5335
1970, 5, 19, M, 5336
1970, 11, 9, M, 5336
1971, 2, 16, M, 5336
1981, 5, 19, M, 5336
1981, 6, 26, M, 5336
1982, 1, 11, M, 5336
1986, 11, 20, M, 5337
1971, 2, 24, M, 5338
1981, 5, 29, M, 5338
1983, 2, 16, M, 5338
1985, 4, 11, M, 5338
1980, 12, 8, M, 5339
1980, 12, 15, M, 5339
1981, 1, 19, M, 5339
1981, 4, 28, M, 5339
1983, 5, 23, M, 5339
1984, 3, 27, M, 5339
1986, 12, 1, M, 5339
1969, 3, 17, M, 5340
1970, 6, 18, M, 5340
1970, 11, 11, M, 5340
1982, 2, 18, M, 5340
1984, 11, 12, M, 5340
1979, 8, 20, M, 5341
1983, 2, 3, M, 5341
1983, 3, 7, M, 5341
1983, 4, 20, M, 5341
1983, 11, 29, M, 5341
1977, 8, 9, M, 5342
1981, 3, 27, M, 5342
1981, 6, 19, M, 5342
1985, 2, 1, M, 5342
1974, 9, 20, M, 5343
1982, 6, 4, M, 5343
1982, 12, 15, M, 5343
1985, 2, 13, M, 5343
1982, 3, 19, M, 5344
1986, 12, 4, M, 5344
1977, 9, 20, M, 5345
1978, 9, 26, M, 5345
1982, 3, 5, M, 5345
1970, 6, 24, M, 5346
1971, 1, 27, M, 5346
1978, 9, 25, M, 5346
1983, 4, 19, M, 5346
1981, 10, 12, M, 5347
1981, 6, 29, M, 5348
1983, 5, 31, M, 5348
1984, 10, 26, M, 5348
1988, 4, 13, M, 5348
1982, 3, 10, M, 5349
1984, 6, 7, M, 5349
1987, 2, 19, M, 5349
1969, 10, 10, M, 5350
1983, 12, 27, M, 5350
1986, 5, 7, M, 5351
1987, 1, 13, M, 5351
1969, 11, 18, M, 5352
1969, 12, 3, M, 5352
1970, 2, 18, M, 5352
1970, 5, 22, M, 5352
1971, 2, 11, M, 5352
1971, 8, 18, M, 5352
1971, 9, 15, M, 5352
1978, 7, 20, M, 5352
1978, 7, 25, M, 5352
1980, 4, 8, M, 5352
1981, 11, 17, M, 5352
1986, 10, 20, M, 5352
1981, 3, 24, M, 5353
1969, 5, 20, M, 5354
1970, 10, 8, M, 5354
1971, 2, 1, M, 5354
1971, 7, 30, M, 5354
1977, 9, 30, M, 5354
1979, 10, 12, M, 5354
1984, 6, 18, M, 5354
1986, 4, 18, M, 5354
1980, 6, 30, M, 5355
1980, 11, 4, M, 5355
1984, 4, 4, M, 5355
1986, 11, 26, M, 5355
1969, 6, 18, M, 5356
1979, 10, 9, M, 5356
1981, 2, 12, M, 5356
1983, 4, 15, M, 5356
1985, 1, 4, M, 5356
1986, 10, 23, M, 5356
1978, 8, 18, M, 5357
1979, 7, 6, M, 5357
1979, 9, 4, M, 5357
1969, 3, 28, M, 5358
1970, 9, 19, M, 5358
1983, 1, 26, M, 5358
1983, 6, 10, M, 5358
1986, 1, 30, M, 5358
1981, 6, 2, M, 5359
1985, 1, 11, M, 5359
1986, 3, 3, M, 5359
1986, 12, 23, M, 5359
1970, 11, 25, M, 5360
1977, 9, 16, M, 5360
1979, 11, 27, M, 5360
1982, 2, 11, M, 5360
1980, 11, 24, M, 5361
1982, 2, 17, M, 5361
1984, 5, 21, M, 5361
1985, 2, 20, M, 5361
1985, 2, 21, M, 5361
1986, 2, 10, M, 5361
1986, 5, 5, M, 5361
1982, 4, 26, M, 5362
1982, 11, 24, M, 5362
1981, 11, 25, M, 5363
1982, 1, 22, M, 5363
1984, 3, 13, M, 5363
1969, 4, 15, M, 5364
1978, 9, 18, M, 5364
1983, 8, 15, M, 5364
1984, 6, 25, M, 5364
1988, 2, 8, M, 5364
1978, 9, 7, M, 5365
1984, 3, 23, M, 5365
1969, 9, 11, M, 5366
1971, 4, 13, M, 5366
1982, 5, 3, M, 5366
1983, 3, 25, M, 5366
1982, 3, 30, M, 5367
1985, 12, 12, M, 5368
1984, 10, 25, M, 5369
1987, 2, 16, M, 5369
1969, 2, 25, M, 5370
1971, 7, 7, M, 5370
1971, 10, 4, M, 5370
1977, 9, 26, M, 5371
1970, 6, 11, M, 5372
1971, 9, 23, M, 5372
1982, 3, 3, M, 5372
1982, 5, 6, M, 5372
1986, 12, 5, M, 5373
1981, 12, 8, M, 5374
1982, 3, 17, M, 5374
1986, 11, 6, M, 5374
1979, 9, 13, M, 5375
1980, 12, 9, M, 5375
1985, 3, 4, M, 5375
1985, 11, 13, M, 5375
1969, 7, 23, M, 5376
1970, 10, 3, M, 5376
1982, 5, 20, M, 5376
1983, 2, 25, M, 5376
1979, 8, 6, M, 5377
1980, 10, 24, M, 5377
1984, 3, 2, M, 5377
1984, 6, 5, M, 5377
1984, 11, 29, M, 5377
1985, 4, 18, M, 5377
1979, 9, 10, M, 5378
1980, 2, 14, M, 5378
1983, 5, 5, M, 5378
1985, 3, 11, M, 5378
1987, 5, 13, M, 5378
1984, 5, 25, M, 5379
1971, 2, 17, M, 5380
1979, 7, 16, M, 5380
1982, 5, 14, M, 5380
1982, 11, 4, M, 5380
1983, 6, 2, M, 5380
1985, 1, 24, M, 5380
1985, 4, 29, M, 5380
1986, 4, 16, M, 5380
1978, 7, 18, M, 5381
1981, 6, 5, M, 5381
1983, 4, 26, M, 5381
1983, 5, 3, M, 5381
1983, 7, 5, M, 5381
1985, 2, 8, M, 5381
1970, 6, 22, M, 5382
1971, 3, 2, M, 5382
1971, 3, 12, M, 5382
1980, 3, 25, M, 5382
1982, 10, 29, M, 5382
1983, 8, 25, M, 5382
1983, 10, 6, M, 5382
1984, 6, 6, M, 5382
1986, 2, 26, M, 5382
1978, 9, 20, M, 5383
1984, 5, 23, M, 5383
1977, 8, 23, M, 5384
1982, 2, 12, M, 5384
1982, 10, 26, M, 5384
1983, 3, 30, M, 5384
1983, 5, 20, M, 5384
1986, 4, 10, M, 5384
1988, 3, 7, M, 5384
1980, 3, 21, M, 5385
1980, 5, 20, M, 5385
1981, 6, 25, M, 5385
1985, 2, 6, M, 5385
1969, 11, 3, M, 5386
1977, 9, 21, M, 5386
1983, 10, 14, M, 5387
1971, 1, 21, M, 5388
1971, 3, 16, M, 5388
1971, 4, 6, M, 5388
1984, 11, 30, M, 5388
1985, 5, 3, M, 5388
1986, 2, 20, M, 5388
1978, 7, 14, M, 5389
1969, 7, 18, M, 5390
1971, 4, 27, M, 5390
1979, 8, 24, M, 5390
1983, 2, 14, M, 5390
1986, 2, 12, M, 5390
1986, 4, 7, M, 5390
1979, 10, 1, M, 5392
1982, 6, 1, M, 5392
1985, 12, 9, M, 5392
1971, 2, 25, M, 5394
1971, 3, 19, M, 5394
1971, 7, 23, M, 5394
1971, 9, 13, M, 5394
1980, 11, 25, M, 5394
1983, 3, 1, M, 5394
1986, 3, 13, M, 5394
1986, 4, 11, M, 5394
1981, 2, 20, M, 5395
1983, 3, 14, M, 5395
1983, 3, 17, M, 5395
1984, 10, 18, M, 5395
1969, 7, 10, M, 5396
1970, 2, 24, M, 5396
1978, 9, 19, M, 5396
1982, 4, 2, M, 5396
1984, 5, 1, M, 5396
1986, 10, 30, M, 5396
1988, 2, 1, M, 5396
1981, 5, 26, M, 5397
1982, 2, 8, M, 5397
1984, 4, 17, M, 5397
1971, 4, 20, M, 5398
1971, 8, 4, M, 5398
1983, 10, 12, M, 5398
1983, 12, 15, M, 5398
1986, 6, 13, M, 5398
1982, 10, 20, M, 5399
1983, 6, 15, M, 5399
1983, 11, 21, M, 5399
1969, 6, 10, M, 5400
1971, 8, 24, M, 5400
1979, 10, 30, M, 5400
1981, 6, 17, M, 5400
1982, 11, 5, M, 5400
1983, 6, 16, M, 5400
1987, 2, 4, M, 5400
1986, 3, 5, M, 5401
1970, 2, 10, M, 5402
1983, 1, 11, M, 5402
1983, 2, 1, M, 5402
1983, 5, 27, M, 5402
1984, 11, 5, M, 5402
1987, 1, 8, M, 5402
1988, 1, 11, M, 5402
1979, 12, 27, M, 5403
1980, 7, 23, M, 5403
1985, 2, 7, M, 5403
1986, 4, 21, M, 5403
1971, 3, 10, M, 5404
1971, 7, 14, M, 5404
1981, 3, 3, M, 5404
1981, 10, 27, M, 5404
1983, 2, 23, M, 5404
1979, 7, 18, M, 5405
1980, 6, 25, M, 5405
1983, 5, 19, M, 5405
1969, 12, 8, M, 5406
1985, 3, 18, M, 5406
1979, 8, 15, M, 5407
1978, 9, 8, M, 5408
1979, 9, 17, M, 5408
1984, 3, 6, M, 5408
1983, 1, 18, M, 5409
1987, 1, 21, M, 5409
1988, 1, 14, M, 5409
1969, 9, 19, M, 5410
1978, 7, 21, M, 5411
1978, 9, 21, M, 5411
1986, 5, 12, M, 5411
1986, 12, 3, M, 5411
1987, 3, 13, M, 5411
1970, 9, 26, M, 5412
1981, 11, 16, M, 5412
1983, 10, 25, M, 5412
1985, 2, 28, M, 5412
1985, 12, 2, M, 5412
1985, 2, 25, M, 5413
1970, 2, 2, M, 5414
1982, 5, 21, M, 5414
1983, 10, 18, M, 5414
1987, 1, 9, M, 5414
1981, 10, 5, M, 5415
1983, 4, 11, M, 5415
1969, 8, 22, M, 5416
1970, 10, 30, M, 5416
1971, 10, 19, M, 5416
1982, 2, 9, M, 5416
1983, 3, 31, M, 5416
1988, 1, 18, M, 5416
1981, 6, 24, M, 5417
1982, 2, 22, M, 5417
1986, 2, 27, M, 5417
1986, 10, 27, M, 5417
1970, 1, 12, M, 5418
1970, 10, 1, M, 5418
1970, 10, 28, M, 5418
1983, 4, 28, M, 5418
1987, 2, 2, M, 5418
1981, 7, 2, M, 5419
1974, 10, 1, M, 5420
1978, 8, 8, M, 5420
1984, 7, 2, M, 5420
1985, 3, 27, M, 5420
1986, 1, 14, M, 5420
1986, 11, 19, M, 5420
1978, 8, 29, M, 5421
1987, 1, 20, M, 5421
1987, 12, 7, M, 5421
1971, 1, 20, M, 5422
1971, 9, 20, M, 5422
1971, 9, 22, M, 5422
1983, 2, 8, M, 5422
1983, 2, 17, M, 5422
1983, 3, 22, M, 5422
1986, 1, 24, M, 5422
1986, 2, 24, M, 5422
1979, 8, 22, M, 5423
1985, 3, 15, M, 5423
1986, 3, 24, M, 5423
1971, 2, 23, M, 5424
1979, 10, 5, M, 5424
1982, 5, 19, M, 5424
1982, 5, 27, M, 5424
1982, 11, 10, M, 5424
1985, 4, 3, M, 5424
1980, 10, 8, M, 5425
1969, 9, 9, M, 5426
1970, 12, 19, M, 5426
1980, 11, 18, M, 5426
1983, 12, 16, M, 5426
1987, 4, 6, M, 5426
1977, 8, 30, M, 5427
1981, 1, 20, M, 5427
1981, 12, 2, M, 5427
1982, 2, 23, M, 5427
1982, 11, 16, M, 5427
1986, 1, 17, M, 5427
1988, 12, 5, M, 5427
1970, 11, 6, M, 5428
1984, 12, 10, M, 5429
1969, 9, 10, M, 5430
1984, 11, 14, M, 5430
1984, 11, 21, M, 5430
1985, 3, 6, M, 5430
1985, 6, 3, M, 5430
1982, 11, 15, M, 5431
1985, 4, 10, M, 5431
1985, 4, 15, M, 5431
1987, 1, 15, M, 5431
1969, 1, 21, M, 5432
1971, 2, 19, M, 5432
1971, 3, 5, M, 5432
1980, 7, 14, M, 5432
1982, 3, 23, M, 5433
1982, 6, 24, M, 5433
1986, 2, 6, M, 5433
1986, 12, 12, M, 5433
1970, 10, 21, M, 5434
1986, 4, 1, M, 5434
1983, 2, 24, M, 5435
1983, 3, 8, M, 5435
1984, 6, 19, M, 5435
1985, 4, 9, M, 5435
1985, 10, 24, M, 5435
1986, 11, 14, M, 5435
1969, 8, 14, M, 5436
1978, 12, 19, M, 5436
1981, 6, 23, M, 5436
1985, 3, 5, M, 5436
1985, 11, 6, M, 5436
1987, 1, 7, M, 5436
1980, 4, 22, M, 5437
1980, 10, 15, M, 5437
1981, 3, 17, M, 5437
1982, 10, 15, M, 5437
1983, 11, 18, M, 5437
1986, 12, 22, M, 5437
1970, 7, 3, M, 5438
1979, 7, 9, M, 5438
1986, 2, 7, M, 5438
1985, 2, 22, M, 5439
